0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
-4,4,180,0
-61,61,180,0
-94,94,180,0
-136,136,180,0
-169,169,180,0
-214,214,180,0
-222,222,180,0
-226,226,180,0
-226,226,180,0
-226,226,180,0
-214,214,180,0
-214,214,180,0
-214,214,180,0
-214,214,180,0
-206,206,180,0
-193,193,180,0
-181,181,180,0
-127,127,180,0
-90,90,180,0
-53,53,180,0
-16,16,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,180,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
12,-12,90,0
49,-49,90,0
86,-86,90,0
131,-156,90,0
148,-189,90,0
152,-218,90,0
164,-230,90,0
181,-255,90,0
185,-259,90,0
185,-259,90,0
185,-259,90,0
197,-247,90,0
185,-235,90,0
173,-197,90,0
156,-156,90,0
111,-111,90,0
12,-12,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
0,0,90,0
16,-16,90,0
61,-61,90,0
98,-98,0,0
131,-131,0,0
160,-160,0,0
218,-218,0,0
255,-255,0,0
280,-280,0,0
